female_gender,female_id,female_matrix1,female_verbal1,female_age,female_occup,male_gender,male_id,male_matrix1,male_verbal1,male_age,male_occup
2,16,8,25,23,7,1,67,5,69,24,1
2,34,6,7,26,1,1,67,5,69,24,1
2,44,6,10,23,8,1,67,5,69,24,1
2,49,6,23,53,2,1,67,5,69,24,1
2,56,8,10,63,2,1,67,5,69,24,1
2,60,6,20,24,1,1,67,5,69,24,1
2,62,7,24,19,8,1,67,5,69,24,1
2,70,6,24,25,8,1,67,5,69,24,1
2,84,6,4,23,7,1,67,5,69,24,1
2,87,7,13,23,8,1,67,5,69,24,1
2,34,6,7,26,1,1,69,2,11,26,1
2,42,3,6,22,8,1,69,2,11,26,1
2,44,6,10,23,8,1,69,2,11,26,1
2,56,8,10,63,2,1,69,2,11,26,1
2,64,5,9,23,1,1,69,2,11,26,1
2,81,5,9,30,7,1,69,2,11,26,1
2,84,6,4,23,7,1,69,2,11,26,1
2,86,3,10,55,3,1,69,2,11,26,1
2,42,3,6,22,8,1,71,2,7,39,1
2,84,6,4,23,7,1,71,2,7,39,1
2,32,5,12,23,1,1,73,4,14,22,8
2,34,6,7,26,1,1,73,4,14,22,8
2,44,6,10,23,8,1,73,4,14,22,8
2,56,8,10,63,2,1,73,4,14,22,8
2,64,5,9,23,1,1,73,4,14,22,8
2,81,5,9,30,7,1,73,4,14,22,8
2,84,6,4,23,7,1,73,4,14,22,8
2,85,5,12,25,1,1,73,4,14,22,8
2,87,7,13,23,8,1,73,4,14,22,8
2,3,6,20,22,8,1,74,4,26,23,8
2,14,5,17,21,8,1,74,4,26,23,8
2,16,8,25,23,7,1,74,4,26,23,8
2,19,5,18,25,1,1,74,4,26,23,8
2,24,5,22,22,8,1,74,4,26,23,8
2,26,5,14,23,1,1,74,4,26,23,8
2,32,5,12,23,1,1,74,4,26,23,8
2,34,6,7,26,1,1,74,4,26,23,8
2,36,5,16,24,8,1,74,4,26,23,8
2,44,6,10,23,8,1,74,4,26,23,8
2,47,5,25,24,1,1,74,4,26,23,8
2,49,6,23,53,2,1,74,4,26,23,8
2,56,8,10,63,2,1,74,4,26,23,8
2,60,6,20,24,1,1,74,4,26,23,8
2,62,7,24,19,8,1,74,4,26,23,8
2,64,5,9,23,1,1,74,4,26,23,8
2,68,5,16,21,8,1,74,4,26,23,8
2,70,6,24,25,8,1,74,4,26,23,8
2,81,5,9,30,7,1,74,4,26,23,8
2,84,6,4,23,7,1,74,4,26,23,8
2,85,5,12,25,1,1,74,4,26,23,8
2,87,7,13,23,8,1,74,4,26,23,8
2,34,6,7,26,1,1,75,5,14,24,8
2,44,6,10,23,8,1,75,5,14,24,8
2,56,8,10,63,2,1,75,5,14,24,8
2,84,6,4,23,7,1,75,5,14,24,8
2,87,7,13,23,8,1,75,5,14,24,8
2,8,8,26,31,7,1,77,6,29,24,7
2,16,8,25,23,7,1,77,6,29,24,7
2,56,8,10,63,2,1,77,6,29,24,7
2,62,7,24,19,8,1,77,6,29,24,7
2,87,7,13,23,8,1,77,6,29,24,7
2,84,6,4,23,7,1,78,5,6,20,8
2,3,6,20,22,8,1,80,1,21,24,1
2,9,4,15,23,1,1,80,1,21,24,1
2,14,5,17,21,8,1,80,1,21,24,1
2,18,3,14,23,8,1,80,1,21,24,1
2,19,5,18,25,1,1,80,1,21,24,1
2,26,5,14,23,1,1,80,1,21,24,1
2,29,2,20,22,7,1,80,1,21,24,1
2,32,5,12,23,1,1,80,1,21,24,1
2,34,6,7,26,1,1,80,1,21,24,1
2,36,5,16,24,8,1,80,1,21,24,1
2,40,2,16,22,8,1,80,1,21,24,1
2,41,2,17,23,7,1,80,1,21,24,1
2,42,3,6,22,8,1,80,1,21,24,1
2,44,6,10,23,8,1,80,1,21,24,1
2,45,3,15,20,8,1,80,1,21,24,1
2,51,3,19,23,8,1,80,1,21,24,1
2,56,8,10,63,2,1,80,1,21,24,1
2,57,3,14,30,3,1,80,1,21,24,1
2,58,3,13,22,7,1,80,1,21,24,1
2,60,6,20,24,1,1,80,1,21,24,1
2,61,3,13,21,8,1,80,1,21,24,1
2,64,5,9,23,1,1,80,1,21,24,1
2,68,5,16,21,8,1,80,1,21,24,1
2,76,3,15,21,7,1,80,1,21,24,1
2,81,5,9,30,7,1,80,1,21,24,1
2,84,6,4,23,7,1,80,1,21,24,1
2,85,5,12,25,1,1,80,1,21,24,1
2,86,3,10,55,3,1,80,1,21,24,1
2,87,7,13,23,8,1,80,1,21,24,1
2,88,3,12,20,2,1,80,1,21,24,1
2,34,6,7,26,1,1,82,5,11,39,1
2,44,6,10,23,8,1,82,5,11,39,1
2,56,8,10,63,2,1,82,5,11,39,1
2,84,6,4,23,7,1,82,5,11,39,1
2,34,6,7,26,1,1,83,3,11,23,3
2,44,6,10,23,8,1,83,3,11,23,3
2,56,8,10,63,2,1,83,3,11,23,3
2,64,5,9,23,1,1,83,3,11,23,3
2,81,5,9,30,7,1,83,3,11,23,3
2,84,6,4,23,7,1,83,3,11,23,3
